Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Region_Asia,Region_Central America and Caribbean,Region_European Union,Region_Middle East,Region_North America,Region_Oceania,Region_Rest of Europe,Region_South America
2013,14.4,16.8,85.1195,0.01,99,65,26.0,98,98,1.0512710963760241,8.54830418644129,4.350019838538795,8.2,8.3,9.8,0,1,0,0,0,1,0,0,0,0
2000,24.7,27.9,193.695,4.81,83,77,25.9,90,90,1.4918246976412703,9.275191344295799,0.8197798314933114,6.7,7.2,9.2,0,1,0,1,0,0,0,0,0,0
2004,105.7,175.1,329.306,2.41,67,64,22.2,18,40,4.263114515168817,7.682021510826875,2.983659692319722,1.2,1.1,4.4,0,1,0,0,0,0,0,0,0,0
2012,23.7,30.2,195.5055,5.65,96,71,24.6,96,96,1.2460767305873808,7.277247726631484,0.17395330712343798,5.9,5.7,5.1,0,1,0,1,0,0,0,0,0,0
2006,3.6,4.2,62.643,11.48,93,90,26.6,97,97,1.0408107741923882,10.180929877257716,0.7178397931503168,0.9,1.0,10.9,1,0,0,0,1,0,0,0,0,0
2010,24.8,31.7,206.525,4.73,77,10,22.7,88,79,1.0512710963760241,7.797291273547472,4.553561052254861,1.0,9.7,8.9,0,1,1,0,0,0,0,0,0,0
2009,5.9,6.7,56.4985,7.1,86,85,27.1,73,73,1.0832870676749586,9.882008520859005,0.34358970439007686,0.8,0.7,10.2,1,0,0,0,1,0,0,0,0,0
2002,18.9,22.2,196.5,4.92,97,88,27.6,93,89,3.9749016274947477,8.400434630806041,0.23111172096338664,3.7,3.6,10.2,0,1,0,1,0,0,0,0,0,0
2005,4.5,5.6,69.3715,2.46,96,96,26.6,95,93,1.0832870676749586,10.26851253764627,2.0706530356467567,1.1,1.1,12.3,1,0,0,0,0,1,0,0,0,0
2010,42.4,65.7,211.9,0.18,89,33,22.7,76,89,1.2092495976572515,7.048386408721883,2.615934912194404,1.4,1.3,2.4,0,1,0,0,0,0,0,0,0,0
2012,17.9,22.4,128.8585,2.57,97,65,21.3,97,97,1.1502737988572274,7.704361167910313,4.508659285607248,14.4,15.0,7.8,0,1,1,0,0,0,0,0,0,0
2001,19.0,22.3,218.489,2.35,98,85,26.4,92,91,1.030454533953517,8.336869637284956,0.5933268452777344,4.3,4.0,9.5,0,1,0,0,0,0,0,1,0,0
2004,9.2,11.2,213.151,8.81,98,98,25.9,99,99,1.1735108709918103,9.149315670138408,1.1817271953786161,2.5,2.6,11.7,1,0,0,0,1,0,0,0,0,0
2002,62.3,84.7,234.2095,0.14,74,63,21.5,84,79,1.6989323086185506,5.945420608606575,3.885679030088544,13.3,13.7,3.3,0,1,1,0,0,0,0,0,0,0
2015,11.1,13.0,105.824,1.32,97,65,27.8,97,97,1.0832870676749586,9.306286713023391,4.376134308969044,4.9,4.8,7.8,0,1,0,0,0,1,0,0,0,0
2012,14.9,17.3,146.1275,6.8,81,83,26.6,73,81,1.4918246976412703,9.471704136110091,3.4131259525274293,1.6,1.5,9.7,0,1,0,0,0,0,0,0,0,1
2010,11.7,13.6,160.1755,6.19,98,91,23.8,99,99,1.2586000099294778,8.549660381553739,4.222444564849416,8.2,8.3,7.7,0,1,1,0,0,0,0,0,0,0
2010,3.5,4.2,68.771,11.57,95,86,27.1,94,94,1.0725081812542165,10.734939091973205,1.715598108262491,0.3,0.2,12.2,1,0,0,0,1,0,0,0,0,0
2000,47.7,71.5,434.1365,7.7,73,62,26.1,71,73,233281.22990149105,8.503297086224126,3.8279890098181366,16.3,19.1,8.8,0,1,0,0,0,0,0,0,0,0
2008,79.1,126.1,293.3925,3.01,83,64,22.9,77,77,15.332887019907195,6.3473892096560105,0.8960880245566357,8.5,8.4,2.4,0,1,0,0,0,0,0,0,0,0
2005,44.4,52.3,218.8545,2.63,99,98,25.2,99,99,1.0832870676749586,7.933079771880415,1.749199854809259,3.4,3.4,9.9,0,1,1,0,0,0,0,0,0,0
2001,83.3,133.7,285.318,1.39,73,83,22.2,77,76,2.664456241929417,6.831953565565855,2.089391872533004,9.5,9.4,2.6,0,1,0,0,0,0,0,0,0,0
2009,17.5,19.5,157.279,6.95,99,55,25.7,99,99,1.2840254166877414,9.008224187854049,5.272435296833932,3.0,2.9,6.8,0,1,0,0,0,0,0,0,0,1
2011,50.8,80.8,466.265,3.91,94,64,23.7,93,93,424.1130300447642,7.1308988302963465,2.6311691567662523,6.8,6.7,7.3,0,1,0,0,0,0,0,0,0,0
2013,4.7,5.6,133.9655,10.73,88,99,27.0,99,99,1.0832870676749586,9.368283850042138,2.387844936944869,1.7,1.7,12.0,1,0,0,0,1,0,0,0,0,0
2002,31.1,38.1,184.5125,6.65,63,83,25.1,74,82,2.4108997064172097,8.384118837190895,2.2741856184723477,3.7,3.6,6.7,0,1,0,1,0,0,0,0,0,0
2000,24.1,28.1,144.2975,0.012,92,86,26.9,94,94,1.0512710963760241,9.282474969735382,1.8500283773520307,5.7,5.5,5.6,0,1,0,0,0,0,0,0,0,0
2001,50.7,66.6,219.7965,0.71,85,35,28.8,88,85,1.1853048513203654,7.317876198626496,0.08617769624105241,0.2,0.2,6.9,0,1,0,0,0,0,0,1,0,0
2012,7.9,9.8,228.0705,10.56,97,97,26.1,98,97,1.0832870676749586,9.156623089470195,4.971201224850849,2.3,2.4,11.7,0,1,0,0,0,0,0,0,1,0
2015,39.7,59.8,261.7065,2.69,97,64,23.9,96,97,2.611696473423118,6.495265555937008,1.128171090909654,7.3,7.2,3.4,0,1,0,0,0,0,0,0,0,0
2007,71.9,99.9,264.6415,0.018,63,21,22.4,63,63,1.0202013400267558,5.976350909297934,3.3357695763397,19.0,19.1,2.9,0,1,1,0,0,0,0,0,0,0
2004,26.0,31.3,181.9365,3.75,79,83,26.2,80,79,1.1388283833246218,7.333023014386481,1.8500283773520307,2.1,2.0,5.4,0,1,0,1,0,0,0,0,0,0
2000,18.4,21.6,160.565,8.09,50,83,26.2,86,77,1.4918246976412703,8.48528964240323,3.226447090364519,1.8,1.7,6.4,0,1,0,0,0,0,0,0,0,1
2005,65.0,110.5,528.961,1.45,93,64,22.1,94,93,614.0031141255516,5.66988092298052,2.612273245708441,7.4,7.2,3.4,0,1,0,0,0,0,0,0,0,0
2011,8.7,10.4,139.9065,9.88,96,94,26.1,95,95,1.030454533953517,8.795733605950735,2.122261538862764,2.0,2.0,10.7,1,0,0,0,1,0,0,0,0,0
2009,11.5,13.4,143.8305,1.08,84,98,31.8,99,84,1.1853048513203654,8.22764270790443,0.09531017980432493,0.1,0.1,10.4,0,1,0,0,0,0,0,1,0,0
2002,84.6,145.5,591.4675,1.25,64,64,21.9,79,64,3165.290134357197,5.605802066295998,2.542389085201363,7.7,7.6,3.2,0,1,0,0,0,0,0,0,0,0
2015,5.8,6.8,107.377,8.78,92,86,28.8,93,95,1.1274968515793757,10.946657600954428,5.773743765962162,0.8,0.6,13.3,1,0,0,0,0,0,1,0,0,0
2010,18.2,20.4,236.9465,3.94,99,99,26.0,98,99,1.1162780704588713,9.102755161296246,2.851861903134289,2.3,2.5,11.4,0,1,1,0,0,0,0,0,0,0
2003,49.2,58.6,226.9195,2.57,97,89,25.0,66,83,1.0832870676749586,7.782807262839695,1.7334238922150915,3.5,3.4,9.9,0,1,1,0,0,0,0,0,0,0
2013,46.8,60.8,202.588,0.73,95,84,29.8,91,95,1.1853048513203654,7.282073658093465,0.10436001532424286,0.1,0.1,7.9,0,1,0,0,0,0,0,1,0,0
2013,3.1,3.7,53.267,7.35,96,84,25.6,96,96,1.0725081812542165,10.31754893986965,4.114637265489863,0.5,0.6,10.3,1,0,0,0,1,0,0,0,0,0
2005,2.8,3.4,79.786,12.31,95,86,25.9,99,99,1.0832870676749586,11.52508128274024,0.3852624007906449,1.0,0.9,11.3,1,0,0,0,1,0,0,0,0,0
2014,5.7,6.6,116.691,7.19,92,91,26.0,93,93,1.0202013400267558,8.605936401250625,2.0955609235597192,2.1,2.1,10.7,0,1,0,0,0,0,0,0,1,0
2015,14.6,17.0,114.701,6.84,73,92,26.8,72,73,1.4918246976412703,9.520101889570842,1.6034198401085376,1.9,1.8,9.9,0,1,0,1,0,0,0,0,0,0
2013,34.2,39.4,137.093,0.8,96,92,25.6,97,96,1.1274968515793757,6.811244378601294,2.203869120054888,3.6,3.7,10.7,0,1,1,0,0,0,0,0,0,0
2001,91.9,149.4,355.612,6.62,87,57,20.7,72,81,4.095955404071176,5.726847747587197,2.018895041811802,8.8,8.8,1.9,0,1,0,0,0,0,0,0,0,0
2004,51.2,92.4,686.639,2.48,68,64,23.4,67,65,17154.228809290984,7.10085190894405,2.5664866367804233,9.4,9.4,6.8,0,1,0,0,0,0,0,0,0,0
2007,28.1,34.1,245.3935,9.12,98,97,25.0,99,95,1.0202013400267558,7.788211557847076,1.2781522025001875,2.2,2.4,8.9,0,1,1,0,0,0,0,0,0,0
2012,43.4,62.7,255.0,1.72,92,52,23.7,91,92,2.4108997064172097,7.430707082545968,3.295836866004329,6.7,6.6,6.8,0,1,0,0,0,0,0,0,0,0
2013,63.7,98.5,249.2235,7.67,77,64,23.1,48,77,3.0648542032930024,8.061486866871327,3.2965773325320527,8.6,8.5,4.9,0,1,0,0,0,0,0,0,0,0
2010,34.4,52.0,449.3985,7.07,71,55,26.9,72,72,13629.611214012439,8.713746330456916,3.955465563270983,7.3,8.9,10.0,0,1,0,0,0,0,0,0,0,0
2015,40.9,58.1,239.667,7.86,98,64,23.1,96,98,7.463317347319193,6.855408798609928,3.9604321446358335,6.7,6.5,5.8,0,1,0,0,0,0,0,0,0,0
2014,12.2,14.3,160.15,9.22,96,83,27.8,96,96,1.4049475905635938,10.363756452684967,0.3148107398400336,2.5,2.5,11.1,0,1,0,1,0,0,0,0,0,0
2002,16.4,18.3,136.066,7.81,66,83,26.3,94,93,1.161834242728283,9.09873819539488,3.6553226705850936,1.2,1.0,9.2,0,1,0,0,0,0,0,0,0,1
2004,4.7,5.6,81.2525,13.11,95,86,26.7,89,89,1.0618365465453596,10.773357311489546,1.623340817603092,0.3,0.2,11.6,1,0,0,0,1,0,0,0,0,0
2013,38.8,49.0,182.8295,3.03,70,51,21.6,82,83,1.0832870676749586,7.256297239690681,7.156051824699625,26.8,27.5,5.8,0,1,1,0,0,0,0,0,0,0
2013,6.8,8.0,124.668,0.55,96,99,25.4,97,97,1.161834242728283,9.124782483614537,3.416742592997618,7.8,7.6,10.1,0,1,1,0,0,0,0,0,0,0
2002,3.3,4.0,68.96,6.88,60,94,25.3,99,99,1.0832870676749586,10.654384638636976,2.2945529212967815,1.3,1.3,11.6,1,0,0,0,1,0,0,0,0,0
2013,43.0,62.7,271.267,6.71,91,64,23.0,91,91,8.935213114698747,6.790097235513905,3.901568547524287,6.8,6.7,5.5,0,1,0,0,0,0,0,0,0,0
2006,83.4,122.0,438.23,0.81,77,64,23.2,76,77,8.331137487687693,7.362645270417825,2.9831534913471307,7.0,6.9,3.8,0,1,0,0,0,0,0,0,0,0
2012,3.5,4.3,78.0865,10.09,98,85,26.0,99,99,1.0832870676749586,10.596059567720177,2.494031557565001,0.9,0.9,11.2,1,0,0,0,1,0,0,0,0,0
2010,17.0,19.9,121.6565,6.1,94,73,26.5,95,94,1.4918246976412703,9.233373071086755,1.534714366238164,2.0,1.9,9.3,0,1,0,1,0,0,0,0,0,0
2000,4.1,5.4,99.7875,13.92,26,65,24.8,98,97,1.1162780704588713,10.42222182037016,4.12568171753114,0.7,0.6,9.8,1,0,0,0,1,0,0,0,0,0
2005,14.2,16.5,101.6475,0.054,97,97,27.8,96,96,1.1388283833246218,9.835422821621998,3.211649779776461,7.2,7.3,7.6,0,1,0,0,0,1,0,0,0,0
2009,40.1,55.3,387.5165,5.36,94,83,24.1,96,96,3904.9489921540026,8.573195381531523,1.0818051703517284,8.4,8.2,8.8,0,1,0,0,0,0,0,0,0,0
2003,74.7,123.5,485.3535,11.37,44,64,21.4,57,59,63.434000298123344,6.352629396319567,3.2950958507796098,6.7,6.7,4.3,0,1,0,0,0,0,0,0,0,0
2007,2.4,3.0,58.3265,7.53,88,95,25.9,97,97,1.0408107741923882,10.890180828508424,0.2700271372130602,0.9,0.9,10.3,1,0,0,0,0,0,0,0,1,0
2013,22.0,24.7,177.8395,6.03,97,65,26.2,97,97,1.1388283833246218,6.9865664594064265,1.9050881545350582,3.3,3.3,10.7,0,1,1,0,0,0,0,0,0,0
2004,7.7,9.6,97.9225,0.092,99,97,25.7,92,92,1.1051709180756477,10.458837110181584,0.30748469974796055,6.5,6.0,8.4,0,1,1,0,0,0,0,0,0,0
2013,20.2,23.8,146.917,5.62,86,76,26.4,89,86,1.1502737988572274,8.543055850941965,2.0162354657760435,2.0,1.9,8.3,0,1,0,0,0,0,0,0,0,1
2004,17.3,20.3,158.488,3.32,98,95,26.1,97,98,2.2933187402641826,8.541300266759471,1.3164082336557241,1.9,1.8,8.0,0,1,0,1,0,0,0,0,0,0
2013,18.5,20.9,139.7475,8.93,99,83,29.4,99,99,1.4918246976412703,9.225130457448818,0.16551443847757333,4.3,4.3,8.4,0,1,0,1,0,0,0,0,0,0
2010,2.7,3.4,97.8545,12.68,99,98,26.8,99,99,1.0832870676749586,9.71153981234754,2.4397349311412793,1.9,2.0,12.4,1,0,0,0,1,0,0,0,0,0
2002,53.5,64.3,163.946,0.55,50,67,25.7,80,76,1.1972173631218102,7.470224135899966,2.2159372862683733,3.1,3.1,10.6,0,1,1,0,0,0,0,0,0,0
2009,48.7,75.4,331.2625,6.26,85,64,22.7,88,85,13.329771603195772,6.663132695990803,3.7857792788538958,7.2,7.2,5.0,0,1,0,0,0,0,0,0,0,0
2014,45.2,65.9,229.3955,0.65,77,64,20.5,68,77,1.2460767305873808,6.391917113392602,4.596028528070808,1.5,1.3,2.5,0,1,0,0,0,0,0,0,0,0
2002,4.3,5.0,72.478,9.25,95,84,25.5,96,93,1.0941742837052104,10.404232536959167,4.061476958596484,0.5,0.5,8.8,1,0,0,0,1,0,0,0,0,0
2010,49.3,64.4,207.2785,0.49,91,21,29.6,95,91,1.1853048513203654,7.220373836723949,0.09531017980432493,0.1,0.1,7.9,0,1,0,0,0,0,0,1,0,0
2007,4.7,6.0,184.639,17.47,95,96,26.0,95,95,1.0832870676749586,9.767667829393593,0.85015092936961,2.0,2.1,12.2,1,0,0,0,1,0,0,0,0,0
2010,71.8,99.8,267.442,3.65,47,64,23.8,71,70,33.11545195869231,6.476972362889683,1.5871923034867808,7.4,7.2,4.1,0,1,0,0,0,0,0,0,0,0
2000,8.2,9.8,147.9935,11.33,98,97,25.5,98,99,1.010050167084168,9.095602694505759,1.8547342683894434,1.6,1.7,10.3,1,0,0,0,1,0,0,0,0,0
2006,25.6,29.0,270.9885,6.76,99,99,25.8,99,99,1.0832870676749586,8.966866554188723,2.7917784166329227,2.4,2.5,11.7,0,1,1,0,0,0,0,0,0,0
2002,11.4,12.9,138.1465,10.24,91,96,25.4,92,91,1.0202013400267558,8.41847721847708,0.47623417899637155,2.5,2.5,10.3,0,1,0,0,0,0,0,0,1,0
2000,11.8,13.8,181.553,8.33,98,99,25.4,98,98,33.11545195869231,9.321792297270326,0.0769610411361284,6.3,6.7,7.4,0,1,0,0,0,0,0,0,0,0
2012,38.8,54.9,220.852,6.43,98,87,21.8,98,98,2.3163669767810915,6.507277712385012,2.446685436967803,6.1,6.1,3.7,0,1,0,0,0,0,0,0,0,0
2007,44.8,57.8,147.641,0.004,95,63,20.8,96,94,1.010050167084168,6.75343791859778,4.967449396646655,19.5,2.1,4.7,0,1,1,0,0,0,0,0,0,0
2003,56.4,99.8,293.086,3.63,94,64,22.4,87,87,4.711470182590742,6.586171654854675,0.8960880245566357,9.6,9.6,2.2,0,1,0,0,0,0,0,0,0,0
2011,73.1,115.3,286.4,0.24,63,64,22.6,63,63,2.3163669767810915,6.569481420414296,2.435366204227864,8.0,8.0,2.0,0,1,0,0,0,0,0,0,0,0
2006,16.6,18.5,83.5945,5.17,98,94,25.7,97,97,1.030454533953517,7.955775781534187,1.3837912309017721,1.7,1.8,9.2,0,1,0,0,0,0,0,0,1,0
2013,28.8,35.0,164.4115,5.41,80,83,26.2,82,83,1.5372575235482815,8.730367211692958,2.402430427963762,3.3,3.2,7.6,0,1,0,1,0,0,0,0,0,0
2011,6.4,7.4,124.594,8.55,94,90,25.8,94,94,1.0202013400267558,8.585785982881848,2.1077860146889784,2.2,2.2,10.6,0,1,0,0,0,0,0,0,1,0
2002,52.1,68.8,265.5145,0.58,60,65,24.3,54,61,1.8964808793049515,7.496652438168283,1.9600947840472698,1.5,1.5,3.4,0,1,0,0,0,0,0,1,0,0
2015,19.3,22.7,148.087,1.01,98,65,26.2,85,98,1.1853048513203654,7.681560362559537,0.47000362924573563,1.1,1.2,5.4,0,1,0,0,0,0,0,1,0,0
2008,46.8,60.8,238.9705,0.77,59,65,24.9,69,63,1.4769807938826427,7.596894438144544,2.0769384114617173,1.4,1.3,3.8,0,1,0,0,0,0,0,1,0,0
2006,16.1,18.6,154.8585,13.02,85,83,28.0,85,85,1.4918246976412703,9.224440496354964,0.1570037488096647,4.3,4.4,7.6,0,1,0,1,0,0,0,0,0,0
2012,5.8,6.6,54.218,7.18,93,91,27.1,99,99,1.0832870676749586,9.962840778235641,0.35065687161316933,0.8,0.7,10.8,1,0,0,0,1,0,0,0,0,0
2008,18.0,21.1,124.016,6.0,86,79,26.3,86,86,1.4918246976412703,9.199784858036667,1.5085119938441398,2.0,2.0,9.2,0,1,0,1,0,0,0,0,0,0
2001,3.9,5.3,99.592,14.15,28,65,24.9,98,97,1.1162780704588713,10.434586281141675,4.132924044189576,0.7,0.6,10.0,1,0,0,0,1,0,0,0,0,0
2012,21.0,24.9,158.7095,0.97,99,65,25.9,88,99,1.1853048513203654,7.68662133494462,0.44468582126144574,1.2,1.2,5.2,0,1,0,0,0,0,0,1,0,0
2014,33.4,38.4,135.904,0.83,97,98,25.8,94,97,1.1162780704588713,6.852242569051878,2.224623551524334,3.6,3.7,10.6,0,1,1,0,0,0,0,0,0,0
2012,3.2,3.8,55.1645,7.48,96,83,25.7,96,97,1.0725081812542165,10.347724555144831,4.103304303593573,0.5,0.6,9.9,1,0,0,0,1,0,0,0,0,0
2004,106.9,162.5,532.8745,1.6,45,64,21.9,45,51,21.977077975763418,6.131226489483141,1.601405740736836,9.9,9.9,3.2,0,1,0,0,0,0,0,0,0,0
2005,22.0,26.2,128.5785,1.39,85,65,27.1,90,90,1.0832870676749586,8.954156966583772,4.232656178019613,5.0,4.9,6.0,0,1,0,0,0,1,0,0,0,0
2010,22.2,26.4,169.032,1.09,87,65,25.8,84,90,1.1853048513203654,7.649692623711514,0.4252677354043441,1.2,1.2,5.1,0,1,0,0,0,0,0,1,0,0
2003,23.4,28.8,105.496,2.89,75,89,22.6,87,86,1.1051709180756477,7.936660155225426,7.16193227287652,5.3,4.7,6.7,0,1,1,0,0,0,0,0,0,0
2002,4.2,5.1,91.2495,12.25,87,77,25.9,97,93,1.0832870676749586,10.459783550346875,4.424726864205909,1.2,1.1,12.1,1,0,0,0,1,0,0,0,0,0
2012,15.2,17.7,181.47,6.35,98,93,28.6,98,98,1.4477346146633245,8.462737005620179,0.29266961396282004,3.5,3.4,10.5,0,1,0,1,0,0,0,0,0,0
2000,5.6,6.9,78.6545,2.58,98,97,26.1,93,93,1.0832870676749586,10.266358263011872,1.986503546020567,1.1,1.1,12.0,1,0,0,0,0,1,0,0,0,0
2007,2.6,3.5,65.136,7.28,83,89,22.6,97,98,1.1853048513203654,10.43385106267516,4.859812404361672,1.8,1.5,11.3,1,0,1,0,0,0,0,0,0,0
2003,16.9,19.8,156.3825,6.39,72,83,26.4,86,68,1.4918246976412703,8.09376775793108,3.279029747687948,1.7,1.6,7.0,0,1,0,0,0,0,0,0,0,1
2010,12.7,14.2,170.768,7.72,95,84,26.8,88,92,1.1274968515793757,8.039802343736485,1.5665304114228238,2.6,2.8,12.2,0,1,0,0,0,0,0,0,1,0
2013,7.1,8.3,92.0,7.23,90,78,27.7,90,91,1.2092495976572515,9.493487175626202,2.9215473753646144,0.8,0.8,9.9,0,1,0,0,0,0,0,0,0,1
2009,2.8,3.4,88.8695,10.52,88,98,26.0,96,96,1.030454533953517,9.924710738987654,1.1118575154181303,1.7,1.7,12.1,1,0,0,0,1,0,0,0,0,0
2013,6.8,8.0,70.6545,1.86,98,98,28.2,98,98,1.1388283833246218,10.477203464850332,2.322387720290225,5.2,5.0,10.3,0,1,0,0,0,1,0,0,0,0
2002,27.1,32.7,136.6645,1.59,72,65,26.9,78,78,1.0832870676749586,8.759982494977281,4.191924890560965,5.2,5.0,5.7,0,1,0,0,0,1,0,0,0,0
2011,3.0,3.7,83.842,10.86,97,96,25.8,97,97,1.161834242728283,9.871274230171476,2.4475508632442313,0.7,0.5,8.3,1,0,0,0,1,0,0,0,0,0
2013,21.3,25.3,153.433,0.19,97,64,29.2,97,97,1.1388283833246218,8.15162164696975,4.493120682179469,2.9,2.8,6.9,0,1,0,0,0,0,0,0,0,0
2005,55.7,74.4,207.188,1.25,80,34,21.0,65,65,1.1735108709918103,6.86171134048073,7.046307794643385,27.2,28.1,4.8,0,1,1,0,0,0,0,0,0,0
2006,53.5,80.6,272.4865,0.65,84,55,23.3,84,84,3.4556134647626755,7.107425474110705,3.1518809560439225,7.9,7.9,6.5,0,1,0,0,0,0,0,0,0,0
2011,21.4,25.4,149.557,6.14,89,78,26.2,89,89,1.161834242728283,8.498010371999463,1.9919755158985601,2.1,2.0,7.8,0,1,0,0,0,0,0,0,0,1
2008,4.4,5.2,64.318,10.76,94,80,26.8,92,92,1.0512710963760241,10.884441797736006,3.1023420086122493,0.7,0.6,12.3,1,0,0,0,0,0,0,1,0,0
2014,34.9,47.9,261.8635,1.03,94,88,20.6,94,94,1.1388283833246218,6.720220155135295,1.4838746894587547,8.5,8.3,3.9,0,1,0,0,0,0,0,0,0,0
2008,25.3,32.5,208.4315,4.15,88,22,22.6,87,91,1.030454533953517,7.745435610274381,4.520701029361642,1.0,9.7,9.0,0,1,1,0,0,0,0,0,0,0
2007,3.0,3.7,67.0805,6.6,88,93,26.2,93,93,1.030454533953517,11.233542195333143,1.742219023667919,0.7,0.7,12.6,1,0,0,0,0,0,0,0,1,0
2004,16.4,19.1,155.121,7.58,82,83,26.4,83,86,1.4918246976412703,8.372629740224884,3.295836866004329,1.7,1.6,7.2,0,1,0,0,0,0,0,0,0,1
2010,12.1,14.1,155.754,5.54,99,98,26.2,99,99,33.11545195869231,9.420358156071465,0.08617769624105241,5.8,6.2,8.1,0,1,0,0,0,0,0,0,0,0
2002,4.4,5.3,89.4275,12.09,81,39,25.1,82,83,1.0832870676749586,10.587518304449791,2.206074192613202,1.7,1.9,9.4,1,0,0,0,1,0,0,0,0,0
2002,9.9,11.5,150.293,9.2,79,75,25.4,95,95,1.010050167084168,8.200013648175434,2.1400661634962708,2.7,2.8,9.7,0,1,0,0,0,0,0,0,1,0
2009,63.7,86.9,247.4625,0.18,83,64,23.7,84,83,1.0202013400267558,7.085064293952548,0.5128236264286637,7.2,7.0,3.9,0,1,0,0,0,0,0,0,0,0
2003,25.3,30.4,133.9695,1.53,68,65,26.9,69,68,1.0832870676749586,8.801619971147346,4.206035001574797,5.1,5.0,5.8,0,1,0,0,0,1,0,0,0,0
2005,6.7,8.7,248.5795,11.19,99,98,26.0,98,99,1.1502737988572274,8.263848131368906,2.3664984187376983,2.3,2.5,9.3,0,1,0,0,0,0,0,0,1,0
2011,66.6,105.8,359.557,5.9,82,64,24.0,80,82,5.6406539084283205,7.135687347028144,3.086943153607375,6.0,6.0,5.5,0,1,0,0,0,0,0,0,0,0
2002,38.8,45.2,223.718,5.84,99,65,24.9,99,98,1.0408107741923882,6.610696044717759,1.7900914121273581,3.5,3.5,10.0,0,1,1,0,0,0,0,0,0,0
2013,9.7,11.3,92.6785,0.44,98,99,26.1,99,98,1.0512710963760241,9.88608703785596,1.5602476682433286,7.0,6.8,8.9,0,1,0,0,0,1,0,0,0,0
2004,24.2,27.3,202.3775,4.66,84,16,25.7,84,85,2.4843225333848165,8.897135342293316,0.3987761199573678,3.5,3.5,7.7,0,1,0,0,0,0,0,0,0,1
2002,13.8,17.2,316.457,10.87,81,93,25.8,97,97,1.0832870676749586,8.684570300824369,4.985727658390071,2.7,2.9,11.4,0,1,0,0,0,0,0,0,1,0
2001,69.0,115.8,591.9355,6.7,86,99,25.6,87,84,1079754999.464535,7.815207062189088,0.6981347220709843,9.0,9.2,3.7,0,1,0,0,0,0,0,0,0,0
2003,11.9,13.8,118.7185,0.55,99,98,25.5,99,99,1.0512710963760241,9.889236486766269,1.220829921392359,7.1,6.8,6.4,0,1,0,0,0,1,0,0,0,0
2007,4.9,5.8,78.7825,11.06,88,86,26.8,92,92,1.0832870676749586,10.704973309924457,4.132282401562493,0.7,0.5,12.6,1,0,0,0,0,0,0,0,1,0
2013,70.6,116.6,277.2635,0.58,69,64,22.8,57,69,1.552707218511336,6.553933404025811,2.859339648648436,8.1,7.9,2.2,0,1,0,0,0,0,0,0,0,0
2012,4.2,5.2,179.772,14.97,93,93,26.4,93,93,1.0941742837052104,9.447781227991216,1.3837912309017721,2.7,2.7,11.7,1,0,0,0,1,0,0,0,0,0
2002,5.5,6.5,86.879,13.95,95,86,26.5,83,83,1.0512710963760241,10.71263840885238,1.5953389880545987,0.3,0.3,11.2,1,0,0,0,1,0,0,0,0,0
2013,9.4,10.6,100.0635,3.61,97,97,26.5,98,98,1.0832870676749586,8.418918622147897,1.1184149159642893,2.2,2.2,9.4,0,1,0,0,0,0,0,0,1,0
2002,71.2,110.7,642.4155,2.93,79,50,24.1,84,84,26166747.938247707,6.617402977974478,1.1085626195212777,1.6,1.6,5.1,0,1,0,0,0,0,0,0,0,0
2000,60.9,74.4,169.5265,0.66,50,66,25.6,75,76,1.1274968515793757,7.301147805856032,2.2027647577118348,3.2,3.1,10.6,0,1,1,0,0,0,0,0,0,0
2012,12.8,14.9,163.272,9.37,96,83,27.7,99,98,1.4769807938826427,10.393692014097626,0.30748469974796055,2.5,2.5,11.1,0,1,0,1,0,0,0,0,0,0
2000,27.9,33.9,169.386,5.64,89,55,24.9,86,86,1.1972173631218102,8.270013062273787,1.843719208158766,2.5,2.4,5.9,0,1,0,0,0,0,0,0,0,1
2002,69.9,114.0,446.4505,5.14,89,64,22.2,91,89,56.26091124712785,6.416732282512326,3.5926438462331105,8.0,8.0,4.3,0,1,0,0,0,0,0,0,0,0
2012,38.2,54.1,239.072,1.49,94,28,23.0,94,94,5.419480705131206,7.232010331664759,3.814189645079383,8.0,7.8,6.2,0,1,0,0,0,0,0,0,0,0
2000,53.6,71.1,274.1065,0.67,57,65,24.1,51,59,1.7160068621848585,7.541683099882111,1.9242486522741338,1.6,1.5,3.3,0,1,0,0,0,0,0,1,0,0
2012,4.9,5.6,67.445,8.3,70,83,26.9,91,95,1.1051709180756477,10.652944175550665,3.575430761606357,0.5,0.5,12.8,1,0,0,0,0,0,1,0,0,0
2001,29.0,35.3,141.1915,1.6,77,65,26.8,88,88,1.0832870676749586,8.712266432135355,4.177306082936448,5.2,5.1,5.6,0,1,0,0,0,1,0,0,0,0
2005,4.3,5.1,65.1225,10.15,88,71,25.0,94,94,1.0832870676749586,11.24877761085195,2.132982308607866,0.6,0.4,12.0,1,0,0,0,0,0,0,0,1,0
2012,2.5,3.0,59.097,6.21,88,91,26.5,95,95,1.0408107741923882,11.200677438573198,1.7950872593207297,0.7,0.7,12.6,1,0,0,0,0,0,0,0,1,0
